Tags,Platform,Avatar,Channel Name,Username,Channel Url,Location,Subscribers Count,Video count,Description,joined,Views,Email,3 Latest Videos Url,3 Latest Videos Title,3 Latest videos image
Music,Youtube,https://yt3.googleusercontent.com/P81HUXR2oNda2_0gScOzdFGjbdxF72cM82aYTUpqj9AU4jAoifkoOGHf2hOARAMZ1eAN5fnS=s176-c-k-c0x00ffffff-no-rj,TaylorSwiftVEVO,@TaylorSwiftVEVO,https://www.youtube.com/channel/UCANLZYMidaCbLQFWXBC95Jg/about,United States,,262,"Description
Happy, free, confused and lonely at the same time. Red (Taylor°Øs Version) out now.",12-May-09,"24,937,214,417 views",,"['https://www.youtube.com/watch?v=h8DLofLM7No', 'https://www.youtube.com/watch?v=b7QlX3yR2xs', 'https://www.youtube.com/watch?v=ycE7bUq3-2k']","['Taylor Swift - Lavender Haze (Official Music Video) by TaylorSwiftVEVO 2 months ago 3 minutes, 31 seconds 30,689,857 views', 'Taylor Swift - Bejeweled (Official Music Video) by TaylorSwiftVEVO 6 months ago 5 minutes, 54 seconds 50,747,090 views', 'Taylor Swift ft. Lana del Rey - Snow On The Beach (Official Lyric Video) by TaylorSwiftVEVO 6 months ago 4 minutes, 20 seconds 18,429,658 views']","['https://i.ytimg.com/vi/h8DLofLM7No/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAZQHr5ScxxQcoeLmrJx-FL4m9VGQ', 'https://i.ytimg.com/vi/b7QlX3yR2xs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBteYqKP4t3gWmjo4Q5mCfJFEwpog', 'https://i.ytimg.com/vi/ycE7bUq3-2k/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDKrNxmNUcxSOHuFcMds1hNMP14dw']"
Music,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqOYnPcYuwY1FHE9TGEBRvAVV9eBLH_7iDHtWleQIg=s176-c-k-c0x00ffffff-no-rj,Ariana Grande,@ArianaGrande,https://www.youtube.com/channel/UC9CoOnJkIBMdeijd9qYoT_g/about,,52.5M subscribers,147,"Description
https://arianagrande.lnk.to/positions",22-Jan-07,"23,583,246,030 views",,"['https://www.youtube.com/watch?v=8WsWi-BDaug', 'https://www.youtube.com/watch?v=yka6mulGMmU', 'https://www.youtube.com/watch?v=1eI5HrQe0Fc']","['The Weeknd & Ariana Grande - Die For You (Remix Acapella) (Official Audio) by Ariana Grande 1 month ago 3 minutes, 53 seconds 871,423 views', 'The Weeknd & Ariana Grande - Die For You (Official Audio) by ArianaGrandeVevo 2 months ago 3 minutes, 53 seconds 10,844,710 views', 'Ariana Grande, Kid Cudi - Just Look Up (From Don°Øt Look Up) (Live on The Voice) by ArianaGrandeVevo 1 year ago 3 minutes, 19 seconds 7,364,841 views']","['https://i.ytimg.com/vi/8WsWi-BDaug/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAYytMgAjGZgUvU4mZZy7ECUDkyow', 'https://i.ytimg.com/vi/yka6mulGMmU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDjIHzglttyE3ET-sVzhfwh-a_hmw', 'https://i.ytimg.com/vi/1eI5HrQe0Fc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA1hhC4KD1VJAhKmXIu4j45RkoIpA']"
Music,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqOkN8ePklyQ0mKC-68eftSgcEPFTOshmLfG-foK5Q=s176-c-k-c0x00ffffff-no-rj,KatyPerryVEVO,@KatyPerryVEVO,https://www.youtube.com/channel/UC-8Q-hLdECwQmaWNwXitYDw/about,United States,,173,"Description
Katy Perry on Vevo - Official Music Videos, Live Performances, Interviews and more...",13-Dec-09,"23,515,556,167 views",,"['https://www.youtube.com/watch?v=Dm7iAWk9aLU', 'https://www.youtube.com/watch?v=tpbNnXYDwmg', 'https://www.youtube.com/watch?v=al72T0ju-e4']","[""Katy Perry - The Making of 'Cozy Little Christmas' (Vevo Footnotes) by KatyPerryVEVO 4 months ago 3 minutes, 4 seconds 1,017,954 views"", 'Thomas Rhett, Katy Perry - Where We Started (Behind The Stills) by KatyPerryVEVO 5 months ago 3 minutes, 5 seconds 255,967 views', 'Jimmy Kimmel, Katy Perry - Yum Yum Nom Nom Toot Toot Poop by KatyPerryVEVO 1 year ago 2 minutes 1,463,328 views']","['https://i.ytimg.com/vi/Dm7iAWk9aLU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDg0NRF1XskvI27n-NRBZ-Cf5pZXA', 'https://i.ytimg.com/vi/tpbNnXYDwmg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBO3bCmHa5JoOQH54bdSUay9wZDwQ', 'https://i.ytimg.com/vi/al72T0ju-e4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAImcKKho7kD8V0NZuiNn8X81B8Mw']"
Music,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqPqzFVMr889kzQ_Z29D5JPeb0dj_2fuvPmnigezMg=s176-c-k-c0x00ffffff-no-rj,EminemVEVO,@EminemVEVO,https://www.youtube.com/channel/UC20vb-R_px4CguHzzBPhoyQ/about,,,104,"Description
Eminem on Vevo - Official Music Videos, Live Performances, Interviews and more...",12-May-09,"20,130,011,135 views",,"['https://www.youtube.com/watch?v=NI4qHvsjz7I', 'https://www.youtube.com/watch?v=Zl64MRAqQxk', 'https://www.youtube.com/watch?v=cE2E6bj0Hg4']","[""Eminem - Won't Back Down (Ft. P!nk) [Lyric Video] ft. P!nk by EminemVEVO 7 months ago 4 minutes, 26 seconds 5,730,563 views"", ""Eminem, 50 Cent - Is This Love ('09) [Visualizer] by EminemVEVO 7 months ago 3 minutes, 34 seconds 6,237,175 views"", 'Eminem, Snoop Dogg - From The D 2 The LBC (VMAs) by EminemVEVO 7 months ago 4 minutes, 29 seconds 1,821,098 views']","['https://i.ytimg.com/vi/NI4qHvsjz7I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCPLVD3k8L5cnDSNj8z3YrFply2_A', 'https://i.ytimg.com/vi/Zl64MRAqQxk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAoETdHmMy1XgHGZNM2vzir_PgGRw', 'https://i.ytimg.com/vi/cE2E6bj0Hg4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCtnKtqygmXz4CCSy_gwMcF9wxibw']"
Music,Youtube,https://yt3.googleusercontent.com/D2Xqu_J-r4l3fIvNylv09MEtx6Kx_0lps3c6KMUdXCYOzzuhIAmbovR3qaKLCJc4RYWMQtuwlSk=s176-c-k-c0x00ffffff-no-rj,RihannaVEVO,@RihannaVEVO,https://www.youtube.com/channel/UC2xskkQVFEpLcGFnNSLQY0A/about,United States,,118,"Description
Rihanna on Vevo - Official Music Videos, Live Performances, Interviews and more...",12-May-09,"19,184,446,888 views",,"['https://www.youtube.com/watch?v=k5E6CExu204', 'https://www.youtube.com/watch?v=3n5tK-OpInk', 'https://www.youtube.com/watch?v=EPb4pCckL58']","['Rihanna - Born Again (Audio) by RihannaVEVO 5 months ago 3 minutes, 34 seconds 5,351,456 views', 'Rihanna - Born Again (Visualizer) by RihannaVEVO 5 months ago 3 minutes, 34 seconds 906,396 views', 'Rihanna - Lift Me Up (Karaoke Video) by RihannaVEVO 5 months ago 3 minutes, 17 seconds 557,474 views']","['https://i.ytimg.com/vi/k5E6CExu204/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAVxLzwEXRte8oNuQCRbfQKuVi9pw', 'https://i.ytimg.com/vi/3n5tK-OpInk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBUpTkpYIxlecLLdhpINNsOTBJvAw', 'https://i.ytimg.com/vi/EPb4pCckL58/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDDnRVJrjID_f4sCvBK6bftDRgKaw']"
Music,Youtube,https://yt3.googleusercontent.com/YIjVc8_PIkW0uifHezEDCb879BdrfssFaJlFg80Wiuxeqmp1hEfCsyloDreRVniBJL4NTUhsZw=s176-c-k-c0x00ffffff-no-rj,ChainsmokersVEVO,@ChainsmokersVEVO,https://www.youtube.com/channel/UCRzzwLpLiUNIs6YOPe33eMg/about,,,247,"Description
The Chainsmokers on Vevo - Official Music Videos, Live Performances, Interviews and more... ",23-Oct-12,"11,825,536,634 views",,"['https://www.youtube.com/watch?v=1lj__9fl4kw', 'https://www.youtube.com/watch?v=qqnWKLu2CKI', 'https://www.youtube.com/watch?v=yMjGA4QFh5A']","['The Chainsmokers, 347aidan - Up & Down (Official Audio) by ChainsmokersVEVO 5 days ago 2 minutes, 36 seconds 156,974 views', 'The Chainsmokers - In Too Deep (lofi remix) by ChainsmokersVEVO 6 months ago 2 minutes, 51 seconds 372,398 views', ""The Chainsmokers - If You're Serious (lofi remix) by ChainsmokersVEVO 6 months ago 2 minutes, 24 seconds 110,428 views""]","['https://i.ytimg.com/vi/1lj__9fl4kw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDwc6TMpJgOTh7wJEBIA8xydQWDGw', 'https://i.ytimg.com/vi/qqnWKLu2CKI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAKP88FFveH4s_rzkBWqqUJxxDQXg', 'https://i.ytimg.com/vi/yMjGA4QFh5A/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLArTra4qWwP6_9ubOLVsdPknQEoxA']"
Entertainment,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqNZcpp6GQesFMxFX2Z5aV4LH9UW64ZlUUccmElE=s176-c-k-c0x00ffffff-no-rj,Caeli YT,@Caeliyt,https://www.youtube.com/channel/UCGRtuAmEObNSmlOLDWzZfVg/about,,15.6M subscribers,551,"Description
SIGUEME POR AQUI!!! =)",22-Sep-10,"1,511,363,177 views",,"['https://www.youtube.com/watch?v=JLcb2PZNH7w', 'https://www.youtube.com/watch?v=buydg_eqKSs', 'https://www.youtube.com/watch?v=jow5pyw6lC0']","['Poniendo a prueba el famoso maquillaje de corazones *vale la pena?* by Caeli YT 1 year ago 9 minutes, 6 seconds 142,530 views', 'Ya la cagaste Caeli by Caeli YT 1 year ago 11 minutes, 5 seconds 167,892 views', 'Hola desde el futuro, yo soy Caeli by Caeli YT 1 year ago 8 minutes, 15 seconds 100,051 views']","['https://i.ytimg.com/vi/JLcb2PZNH7w/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAjVgmAJjvQrLiOH1_jLqnz6ZcE7A', 'https://i.ytimg.com/vi/buydg_eqKSs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBKi0aLaQHDIplq4AZf8Tw367-yYA', 'https://i.ytimg.com/vi/jow5pyw6lC0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDzaxmPnhpJWRHCVkZBqXM5mgtXXQ']"
Entertainment,Youtube,https://yt3.googleusercontent.com/GxyRPMnHaVK3mWB11flbt_Pc3vFBqdjcY7_Su7vGwJGBnAoTT4fixcEnOJ3wGPd3T4GpVs76QDQ=s176-c-k-c0x00ffffff-no-rj,Good Mythical Morning,@GoodMythicalMorning,https://www.youtube.com/channel/UC4PooiX37Pld1T8J5SYT-SQ/about,United States,18.2M subscribers,3.2K,"Description
Tune in every Monday-Friday to watch us eat truly unbelievable things, explore surprising new products and trends, compete in original games with celebrity guests, implement serious experiments in hilarious ways, and more.

Pick up official GMM and Mythical merch at https://mythical.com
and https://www.amazon.com/mythical

Check out Sporked, Mythical's new website dedicated to helping you find the best food on the shelves! - http://www.sporked.com

Join the Mythical Society: https://www.mythicalsociety.com/

Follow Mythical: 
TikTok: https://TikTok.com/@mythical
Instagram: https://instagram.com/mythical
Facebook: https://facebook.com/mythical
Twitter: https://twitter.com/mythical
Website: https://mythical.com",17-Sep-08,"8,631,474,463 views",,"['https://www.youtube.com/watch?v=wPy6m7YTfQs', 'https://www.youtube.com/watch?v=fTD94NfyMY8', 'https://www.youtube.com/watch?v=7SPdgHzQQDA']","['Yelp Review vs. Food Critic Taste Test by Good Mythical Morning 1 hour ago 17 minutes 59,331 views', ""Can We Remember People We've Met? (Challenge) by Good Mythical Morning 1 day ago 20 minutes 463,931 views"", 'Will It Cannoli? Taste Test (ft. Madison Beer) by Good Mythical Morning 2 days ago 19 minutes 1,009,636 views']","['https://i.ytimg.com/vi/wPy6m7YTfQs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDgUw-rKqO0FKjL9X7ijQ_FGt3jeQ', 'https://i.ytimg.com/vi/fTD94NfyMY8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAlvfMwaoc_HHOeYvzk_Dqz1Xb1GQ', 'https://i.ytimg.com/vi/7SPdgHzQQDA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCLNvU_KjVt--eV94BOTP0DDlLlFw']"
Comedy,Youtube,https://yt3.googleusercontent.com/KItMwfq3mnnegZYE2XmYuPh2u7lnu-V9H1j3FVmVpIHpbGfI9xlVJr4zXcFm08hS8u33vP2eVFo=s176-c-k-c0x00ffffff-no-rj,Lele Pons,@LelePons,https://www.youtube.com/channel/UCi9cDo6239RAzPpBZO9y5SA/about,United States,17.9M subscribers,201,"Description
PART OF THE SHOTS PODCAST NETWORK !!",19-Sep-15,"5,170,175,226 views",,"['https://www.youtube.com/watch?v=X2t94-UjskY', 'https://www.youtube.com/watch?v=XhyGU_ZOtcA', 'https://www.youtube.com/watch?v=DQ8dpdpl0Rc']","['Lele Pons, Guaynaa - De Party En Party (Official Video) by Lele Pons 5 days ago 2 minutes, 28 seconds 637,512 views', 'Lele Pons, Guaynaa - Todo Sabe M®¢s Rico (Cover Audio) by Lele Pons 5 days ago 2 minutes, 57 seconds 19,270 views', 'Lele Pons, Guaynaa - Se Pasa Viajando (Cover Audio) by Lele Pons 5 days ago 3 minutes, 21 seconds 7,000 views']","['https://i.ytimg.com/vi/X2t94-UjskY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAjV75w34cWbzEUBlxnEJCoaqMugA', 'https://i.ytimg.com/vi/XhyGU_ZOtcA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD6Unk3PQsoG_TUvhZvLhg9pkmexA', 'https://i.ytimg.com/vi/DQ8dpdpl0Rc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBYmfPqMimj7dbCRr2cO9OPR47LGw']"
Education,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqMsBQ9-XJoBOGPyKqPvX84zXLVTqQX9RwshWEEUxA=s176-c-k-c0x00ffffff-no-rj,Pinkfong Baby Shark - Kids' Songs & Stories,@Pinkfong,https://www.youtube.com/channel/UCcdwLMPsaU2ezNSJU1nFoBQ/about,United States,66.9M subscribers,2.7K,"Description
Welcome to Pinkfong's official YouTube channel. Meet Pinkfong°Øs fun, educational videos that captured the hearts of millions of children around the world.

Subscribe to Pinkfong Baby Shark°Øs channel for kids°Ø favorite songs & stories created by professionals in child education.

Follow Pinkfong on social media for new updates and free promotions.
°Ô Website: https://www.thepinkfongcompany.com/
°Ô Twitter: https://twitter.com/pinkfong
°Ô Instagram: https://www.instagram.com/pinkfong.official
°Ô Facebook: https://www.facebook.com/pinkfong.official
°Ô TikTok: https://www.tiktok.com/@pinkfong_official 

[IMPORTANT]
Kindly be noted using The Pinkfong company°Øs all creative content such as music or animation (collectively as ""Content"") with no prior permission from The Pinkfong Company is illegal. 

For any inquiries about using Pinkfong's Content for commercial or non-commercial use, kindly contact us through below business inquiry link:
https://bizhelp.pinkfong.com/hc/en-us",14-Dec-11,"37,726,823,432 views",,"['https://www.youtube.com/watch?v=A8gbsMwzLWA', 'https://www.youtube.com/watch?v=tudeob4INnE', 'https://www.youtube.com/watch?v=j_uUAfUdapM']","[""[4K] If Sharks Are Happy | Dance Along | Kids Rhymes | Let's Dance Together! | Pinkfong Songs by Pinkfong Baby Shark - Kids' Songs & Stories 12 hours ago 1 minute, 12 seconds 29,588 views"", ""It's Fun Bubble Bath Time, Baby Shark! | Healthy Habits for Kids | Day at Home | Pinkfong Baby Shark by Pinkfong Baby Shark - Kids' Songs & Stories 1 day ago 1 minute, 23 seconds 51,691 views"", ""Learn Bus Safety Rules with Pinkfong | Song for Preschool Kids | Pinkfong Kids Songs by Pinkfong Baby Shark - Kids' Songs & Stories 2 days ago 3 minutes, 21 seconds 133,407 views""]","['https://i.ytimg.com/vi/A8gbsMwzLWA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCv4HGNkOx3qSehrOiTRAHbMVfotQ', 'https://i.ytimg.com/vi/tudeob4INnE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC0Q90xTwRjZpspXZjtSmSy3EnKqA', 'https://i.ytimg.com/vi/j_uUAfUdapM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDI4BQnEl_pimRMiJo5zbv6S7yHvw']"
Comedy,Youtube,https://yt3.googleusercontent.com/oMQFSTgYkzm0Vsznw6H5jpe9D_UqfK6u0rF0LmPFtbSKBtWuFoQMeIqcWHIdP6mag9DwDIXPDRY=s176-c-k-c0x00ffffff-no-rj,Lilly Singh,@LillySingh,https://www.youtube.com/channel/UCfm4y4rHF5HGrSr-qbvOwOg/about,,14.5M subscribers,972,"Description
Actress. Entertainer. Writer. Producer. Goofball. ",29-Oct-10,"3,504,081,479 views",,"['https://www.youtube.com/watch?v=Il0VrfHyPUI', 'https://www.youtube.com/watch?v=fCrBV9KKXXc', 'https://www.youtube.com/watch?v=CxlOrnfY7OE']","['2022°≠ That°Øs A Wrap! by Lilly Singh 3 months ago 1 minute, 30 seconds 44,030 views', 'Last Minute Shopping #shorts by Lilly Singh 4 months ago 1 minute, 7 seconds 34,585 views', 'Failing Christmas #shorts by Lilly Singh 4 months ago 5 minutes, 20 seconds 37,388 views']","['https://i.ytimg.com/vi/Il0VrfHyPUI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhwIEYocjAP&rs=AOn4CLBD7sS8InZU12LR3doWPAW4opDovw', 'https://i.ytimg.com/vi/fCrBV9KKXXc/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhyIEQoQzAP&rs=AOn4CLDFJYKfto5O6pp3zowMuJIGO8mXqw', 'https://i.ytimg.com/vi/CxlOrnfY7OE/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIEooQjAP&rs=AOn4CLDunGJDMT_pdgZPiKPluBSUrepNhw']"
Music,Youtube,https://yt3.googleusercontent.com/QiI-c4cFyRPD0qVwTQooC3dlgJqHA_t6CpEAv818om-mqL9bqNDL4L_qXQVXx_eY76D_7cLD=s176-c-k-c0x00ffffff-no-rj,The Weeknd,@TheWeeknd,https://www.youtube.com/channel/UC0WP5P-ufpRfjbNrmOWwLBQ/about,Canada,32M subscribers,135,"Description
Official YouTube channel for The Weeknd.
dawn FM - theweeknd.co/dawnfm",25-Feb-11,"22,375,967,022 views",,"['https://www.youtube.com/watch?v=dMoFcvfd5t4', 'https://www.youtube.com/watch?v=DQnBal7mVtE', 'https://www.youtube.com/watch?v=PIvb1skN5BE']","['The Weeknd ft. Future - Double Fantasy (Official Music Video) by TheWeekndVEVO 5 days ago 4 minutes, 30 seconds 6,416,326 views', 'The Weeknd ft. Future - Double Fantasy (Official Audio) by TheWeekndVEVO 5 days ago 4 minutes, 29 seconds 786,053 views', 'THE IDOL JUNE 4TH Official Teaser by The Weeknd 8 days ago 1 minute, 52 seconds 455,344 views']","['https://i.ytimg.com/vi/dMoFcvfd5t4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDdRnO_SgCA6s3HPUSjwCIRNr0GRw', 'https://i.ytimg.com/vi/DQnBal7mVtE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB4gG7EKsG6nQoXCo2UtAkk-urvWg', 'https://i.ytimg.com/vi/PIvb1skN5BE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDLYfOSDJBojUj4wn3GzdSywzOW2g']"
Comedy,Youtube,https://yt3.googleusercontent.com/PLsX6LIg5JbMJR9v7eTD7nQOPmZN16_X7h_uACw5qeWLAewiNfasZFsxQ48Dn8wZ_4McKUPZSA=s176-c-k-c0x00ffffff-no-rj,FailArmy,@failarmy,https://www.youtube.com/channel/UCPDis9pjXuqyI7RYLJ-TTSA/about,United States,16.4M subscribers,410,"Description
Every success begins with a failure. FailArmy is for people who go out and try. They laugh in the face of failure, and don°Øt take themselves too seriously. Want to join the FailArmy? Send us your videos and you could be featured!
#FailArmy #FailsoftheWeek

Want more FailArmy? Find us on Roku, Xumo, PlutoTV, or connect with us on Instagram, Twitter and Facebook

SUBMIT YOUR VIDEOS http://bit.ly/11-submit-here
SUBSCRIBE http://bit.ly/failarmy
Check out our other channel, FailArmy U! http://bit.ly/SubscribeFU

FACEBOOK http://bit.ly/FailArmyFacebook
INSTAGRAM http://bit.ly/FailArmyInstagram
TWITTER http://bit.ly/FailArmyTwitter

FailArmy is owned and operated by Jukin Media
To license any of the videos shown on FailArmy, visit Jukin Media at http://jukinmedia.com/licensing
For information regarding business, press materials, advertising rates, or sponsorships, please contact: media(at)jukinmedia.com

For inquiries regarding advertising or brand partnerships, email advertise@jukinmedia.com",5-Jul-11,"2,684,752,419 views",,"['https://www.youtube.com/watch?v=ya04yczYUYU', 'https://www.youtube.com/watch?v=kHPz_C_EMzc', 'https://www.youtube.com/watch?v=X9__Pu4uUzk']","['No Luck! Fails of the Week | FailArmy by FailArmy 4 days ago 8 minutes, 2 seconds 2,214,512 views', 'Farmer Karma! Expectations vs. Reality by FailArmy 6 days ago 20 minutes 1,182,797 views', 'Major Messy Paint Spill! Fails Of The Week by FailArmy 11 days ago 8 minutes, 11 seconds 1,583,277 views']","['https://i.ytimg.com/vi/ya04yczYUYU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA9WsjRu8qa-UcKNiUvH2Xew1gNXA', 'https://i.ytimg.com/vi/kHPz_C_EMzc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBSJD0t4c8uZ51Ey3NW1SbSd_5S6Q', 'https://i.ytimg.com/vi/X9__Pu4uUzk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBGEoEMWOthAnBfNuOIwwgcwFmPwQ']"
People & Blogs,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqNXnYGAnFm7GS_SJsu_TWDHtHVhMbsJtD-UhRPKcA=s176-c-k-c0x00ffffff-no-rj,BuzzFeedVideo,@BuzzFeedVideo,https://www.youtube.com/channel/UCpko_-a4wgz2u_DgDgd9fqA/about,United States,20.2M subscribers,7.5K,"Description
BuzzFeed°Øs flagship channel. Sometimes funny, sometimes serious, always shareable. New videos posted daily!
To see behind-the-scenes & more, follow us on Instagram @buzzfeedvideo http://bit.ly/2JRRkKU

Love BuzzFeed? Get the merch! BUY NOW: https://goo.gl/gQKF8m",11-Aug-11,"17,886,873,677 views",,"['https://www.youtube.com/watch?v=XawHrf1ebCo', 'https://www.youtube.com/watch?v=dE4sKHbmgWU', 'https://www.youtube.com/watch?v=HxJmFi3vZi8']","['Would You Rather: Deserted Island Edition by BuzzFeedVideo 2 weeks ago 5 minutes, 7 seconds 11,996 views', 'People With Asthma Open Up To A Relationship Expert // Promoted by Amgen by BuzzFeedVideo 1 month ago 4 minutes, 51 seconds 194,150 views', 'Cast Of ABC°Øs °ÆThe Company You Keep°Ø Plays Two Truths And A Lie // Presented by ABC by BuzzFeedVideo 2 months ago 2 minutes, 58 seconds 137,455 views']","['https://i.ytimg.com/vi/XawHrf1ebCo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD0FGxzv0J8-KEb2RU1KW2I_1SbxA', 'https://i.ytimg.com/vi/dE4sKHbmgWU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDftQcSQXkojZ-TbujHj-d_7dKGtg', 'https://i.ytimg.com/vi/HxJmFi3vZi8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBSB47qZfEb_eFw-3wtnqOkCC_NGg']"
